Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Original)	Opportunity (Original)	Predicted Error Rate (Original)
2979	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	2	(DIAMETER QUESTION4)	1996-02-01 01:20:54	1996-02-01 01:20:54	1996-02-01 01:20:55	1996-02-01 01:20:55	1	.	1	incorrect	1	0	1	.	ALT:CIRCLE-DIAMETER	13	0.2348
2980	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	3	(DIAMETER QUESTION4)	1996-02-01 01:24:16	1996-02-01 01:25:40	1996-02-01 01:25:40	1996-02-01 01:25:40	84	84	.	correct	0	0	1	.	ALT:CIRCLE-DIAMETER	16	0.1975
2981	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	1	(RADIUS QUESTION4)	1996-02-01 00:50:20	1996-02-01 00:50:20	1996-02-01 00:50:21	1996-02-01 00:50:21	1	.	1	incorrect	1	0	1	.	ALT:CIRCLE-RADIUS	7	0.4226
2982	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	2	(RADIUS QUESTION4)	1996-02-01 01:20:55	1996-02-01 01:20:56	1996-02-01 01:20:57	1996-02-01 01:20:57	2	.	2	incorrect	1	0	1	.	ALT:CIRCLE-RADIUS	14	0.3470
2983	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	3	(RADIUS QUESTION4)	1996-02-01 01:24:16	1996-02-01 01:24:16	1996-02-01 01:24:16	1996-02-01 01:24:16	0	0	.	correct	0	0	1	.	ALT:CIRCLE-RADIUS	18	0.3067
2984	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	1	(AREA QUESTION4)	1996-02-01 00:50:27	1996-02-01 00:50:30	1996-02-01 00:50:30	1996-02-01 00:50:30	3	3	.	correct	0	0	1	.	ALT:CIRCLE-AREA	9	0.2607
2985	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	2	(AREA QUESTION4)	1996-02-01 01:20:57	1996-02-01 01:21:09	1996-02-01 01:21:10	1996-02-01 01:21:10	13	.	13	incorrect	1	0	1	.	ALT:CIRCLE-AREA	20	0.1008
2986	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	3	(AREA QUESTION4)	1996-02-01 01:25:40	1996-02-01 01:25:46	1996-02-01 01:25:46	1996-02-01 01:25:46	6	6	.	correct	0	0	1	.	ALT:CIRCLE-AREA	22	0.0834
2987	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(DIAMETER QUESTION2)	1996-02-01 00:49:53	1996-02-01 00:49:53	1996-02-01 00:49:53	1996-02-01 00:49:53	0	0	.	correct	0	0	1	.	ALT:CIRCLE-DIAMETER	6	0.3393
2988	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(AREA QUESTION2)	1996-02-01 00:49:53	1996-02-01 00:49:55	1996-02-01 00:49:55	1996-02-01 00:49:55	2	2	.	correct	0	0	1	.	ALT:CIRCLE-AREA	8	0.2813
2989	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(CIRCUMFERENCE QUESTION2)	1996-02-01 00:49:55	1996-02-01 00:50:05	1996-02-01 00:50:05	1996-02-01 00:50:05	10	10	.	correct	0	0	1	.	ALT:CIRCLE-CIRCUMFERENCE	7	0.2658
2990	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TRIANGLE_HEIGHT	1	(HEIGHT QUESTION2)	1996-02-01 00:29:27	1996-02-01 00:29:27	1996-02-01 00:29:28	1996-02-01 00:29:28	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-SIDE	3	0.5335
2991	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TRIANGLE_BASE	1	(BASE QUESTION3)	1996-02-01 00:29:50	1996-02-01 00:29:50	1996-02-01 00:29:50	1996-02-01 00:29:50	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-SIDE	4	0.5242
2992	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_A QUESTION1)	1996-02-01 00:02:48	1996-02-01 00:03:00	1996-02-01 00:03:00	1996-02-01 00:03:00	12	12	.	correct	0	0	1	.	ALT:CIRCLE-AREA	5	0.1625
2993	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_O QUESTION1)	1996-02-01 00:02:17	1996-02-01 00:02:41	1996-02-01 00:02:41	1996-02-01 00:02:41	24	24	.	correct	0	0	1	.	ALT:CIRCLE-AREA	3	0.1929
2994	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_S QUESTION1)	1996-02-01 00:02:41	1996-02-01 00:02:48	1996-02-01 00:02:48	1996-02-01 00:02:48	7	7	.	correct	0	0	1	.	ALT:CIRCLE-AREA	4	0.1772
2995	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:03:00	1996-02-01 00:03:11	1996-02-01 00:03:11	1996-02-01 00:03:11	11	11	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	4	0.1569
2996	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	ONE_CIRCLE_IN_CIRCLE	1	(CIRCLE-AREA_C QUESTION1)	1996-02-01 00:00:12	1996-02-01 00:00:12	1996-02-01 00:00:12	1996-02-01 00:00:12	0	0	.	correct	0	0	1	.	ALT:CIRCLE-AREA	1	0.2275
2997	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	ONE_CIRCLE_IN_CIRCLE	1	(CIRCLE-AREA_A QUESTION1)	1996-02-01 00:00:12	1996-02-01 00:00:29	1996-02-01 00:00:29	1996-02-01 00:00:29	17	17	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	1	0.1569
2998	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	ONE_CIRCLE_IN_SQUARE	1	(CIRCLE-AREA QUESTION1)	1996-02-01 00:01:21	1996-02-01 00:01:21	1996-02-01 00:01:21	1996-02-01 00:01:21	0	0	.	correct	0	0	1	.	ALT:CIRCLE-AREA	2	0.2097
2999	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	ONE_CIRCLE_IN_SQUARE	1	(SQUARE-AREA QUESTION1)	1996-02-01 00:01:21	1996-02-01 00:01:56	1996-02-01 00:01:56	1996-02-01 00:01:56	35	35	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	1	0.0482
3000	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	ONE_CIRCLE_IN_SQUARE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:01:56	1996-02-01 00:02:04	1996-02-01 00:02:05	1996-02-01 00:02:05	9	.	9	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	2	0.1569
3001	All Data	Stu_9a779681b1582fd4dc330e934994ac07	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-RADIUS_AB QUESTION1)	1996-02-01 00:02:17	1996-02-01 00:02:17	1996-02-01 00:02:17	1996-02-01 00:02:17	0	0	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	3	0.1569
3002	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	RECTANGLE_ABCD	1	(AREA QUESTION1)	1996-02-01 00:00:24	1996-02-01 00:00:24	1996-02-01 00:00:24	1996-02-01 00:00:24	0	0	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	1	0.0933
3003	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	RECTANGLE_ABCD	1	(HEIGHT QUESTION2)	1996-02-01 00:00:24	1996-02-01 00:00:28	1996-02-01 00:00:28	1996-02-01 00:00:28	4	4	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	1	0.2083
3004	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	RECTANGLE_ABCD	1	(BASE QUESTION3)	1996-02-01 00:00:28	1996-02-01 00:00:54	1996-02-01 00:00:54	1996-02-01 00:00:54	26	26	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	2	0.1571
3005	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(POOL-AREA QUESTION1)	1996-02-01 00:01:00	1996-02-01 00:01:00	1996-02-01 00:01:00	1996-02-01 00:01:00	0	0	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	2	0.0924
3006	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(POOL-AREA QUESTION2)	1996-02-01 00:01:08	1996-02-01 00:01:31	1996-02-01 00:01:31	1996-02-01 00:01:31	23	23	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	4	0.0905
3007	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(POOL-AREA QUESTION3)	1996-02-01 00:01:45	1996-02-01 00:02:04	1996-02-01 00:02:04	1996-02-01 00:02:04	19	19	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	6	0.0887
3008	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(LARGE-RECTANGLE-AREA QUESTION1)	1996-02-01 00:01:00	1996-02-01 00:01:04	1996-02-01 00:01:04	1996-02-01 00:01:04	4	4	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	3	0.0915
3009	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(LARGE-RECTANGLE-AREA QUESTION2)	1996-02-01 00:01:31	1996-02-01 00:01:38	1996-02-01 00:01:38	1996-02-01 00:01:38	7	7	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	5	0.0896
3010	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(LARGE-RECTANGLE-AREA QUESTION3)	1996-02-01 00:02:04	1996-02-01 00:02:08	1996-02-01 00:02:08	1996-02-01 00:02:08	4	4	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	7	0.0879
3011	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(SIDEWALK-AREA QUESTION1)	1996-02-01 00:01:04	1996-02-01 00:01:08	1996-02-01 00:01:08	1996-02-01 00:01:08	4	4	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	1	0.2744
3012	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(SIDEWALK-AREA QUESTION2)	1996-02-01 00:01:38	1996-02-01 00:01:45	1996-02-01 00:01:45	1996-02-01 00:01:45	7	7	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	2	0.2744
3013	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	BUILDING_A_SIDEWALK	1	(SIDEWALK-AREA QUESTION3)	1996-02-01 00:02:08	1996-02-01 00:02:29	1996-02-01 00:02:29	1996-02-01 00:02:29	21	21	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	3	0.2744
3014	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PARALLELOGRAM_ABDE	1	(AREA QUESTION1)	1996-02-01 00:02:46	1996-02-01 00:02:46	1996-02-01 00:02:46	1996-02-01 00:02:46	0	0	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	8	0.0870
3015	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PARALLELOGRAM_ABDE	1	(HEIGHT QUESTION2)	1996-02-01 00:02:46	1996-02-01 00:02:49	1996-02-01 00:02:49	1996-02-01 00:02:49	3	3	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	3	0.1166
3016	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PARALLELOGRAM_ABDE	1	(BASE QUESTION3)	1996-02-01 00:02:49	1996-02-01 00:02:56	1996-02-01 00:02:56	1996-02-01 00:02:56	7	7	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	4	0.0855
3017	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	SQUARE_ABCD	1	(AREA QUESTION1)	1996-02-01 00:03:18	1996-02-01 00:03:18	1996-02-01 00:03:18	1996-02-01 00:03:18	0	0	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	9	0.0861
3018	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	SQUARE_ABCD	1	(HEIGHT QUESTION2)	1996-02-01 00:03:18	1996-02-01 00:03:21	1996-02-01 00:03:21	1996-02-01 00:03:21	3	3	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	5	0.0621
3019	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	SQUARE_ABCD	1	(BASE QUESTION3)	1996-02-01 00:03:21	1996-02-01 00:03:23	1996-02-01 00:03:23	1996-02-01 00:03:23	2	2	.	correct	0	0	1	.	ALT:PARALLELOGRAM-SIDE	6	0.0448
3020	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(WALL-AREA QUESTION1)	1996-02-01 00:03:26	1996-02-01 00:03:36	1996-02-01 00:03:36	1996-02-01 00:03:36	10	10	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	11	0.0844
3021	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(WALL-AREA QUESTION2)	1996-02-01 00:04:18	1996-02-01 00:04:32	1996-02-01 00:04:32	1996-02-01 00:04:32	14	14	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	13	0.0827
3022	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(WALL-AREA QUESTION3)	1996-02-01 00:05:19	1996-02-01 00:05:24	1996-02-01 00:05:24	1996-02-01 00:05:24	5	5	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	15	0.0810
3023	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(DOOR-AREA QUESTION1)	1996-02-01 00:03:26	1996-02-01 00:03:26	1996-02-01 00:03:26	1996-02-01 00:03:26	0	0	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	10	0.0852
3024	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(DOOR-AREA QUESTION2)	1996-02-01 00:03:57	1996-02-01 00:04:18	1996-02-01 00:04:18	1996-02-01 00:04:18	21	21	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	12	0.0835
3025	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(DOOR-AREA QUESTION3)	1996-02-01 00:04:43	1996-02-01 00:05:19	1996-02-01 00:05:19	1996-02-01 00:05:19	36	36	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	14	0.0819
3026	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(PAINTED-AREA QUESTION1)	1996-02-01 00:03:36	1996-02-01 00:03:57	1996-02-01 00:03:57	1996-02-01 00:03:57	21	21	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	4	0.2744
3027	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(PAINTED-AREA QUESTION2)	1996-02-01 00:04:32	1996-02-01 00:04:43	1996-02-01 00:04:43	1996-02-01 00:04:43	11	11	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	5	0.2744
3028	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PAINTING_THE_WALL	1	(PAINTED-AREA QUESTION3)	1996-02-01 00:05:24	1996-02-01 00:05:43	1996-02-01 00:05:43	1996-02-01 00:05:43	19	19	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	6	0.2744
3029	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	1	(LONGER-BASE QUESTION2)	1996-02-01 00:06:08	1996-02-01 00:06:21	1996-02-01 00:06:21	1996-02-01 00:06:21	13	13	.	correct	0	0	1	.	ALT:TRAPEZOID-BASE	1	0.5812
3030	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	2	(LONGER-BASE QUESTION2)	1996-02-01 00:10:34	1996-02-01 00:11:10	1996-02-01 00:11:10	1996-02-01 00:13:48	55	55	.	correct	0	0	2	.	ALT:TRAPEZOID-BASE	3	0.4653
3031	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	1	(AREA QUESTION1)	1996-02-01 00:06:08	1996-02-01 00:06:08	1996-02-01 00:06:08	1996-02-01 00:06:08	0	0	.	correct	0	0	1	.	ALT:TRAPEZOID-AREA	1	0.6408
3032	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	2	(AREA QUESTION1)	1996-02-01 00:10:33	1996-02-01 00:10:33	1996-02-01 00:10:34	1996-02-01 00:13:29	64	.	64	incorrect	2	0	2	.	ALT:TRAPEZOID-AREA	3	0.4728
3033	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	1	(HEIGHT QUESTION3)	1996-02-01 00:06:21	1996-02-01 00:06:56	1996-02-01 00:06:57	1996-02-01 00:06:57	36	.	36	incorrect	1	0	1	.	ALT:TRAPEZOID-HEIGHT	1	0.6501
3034	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_ABCD	2	(HEIGHT QUESTION3)	1996-02-01 00:11:10	1996-02-01 00:12:26	1996-02-01 00:12:26	1996-02-01 00:14:22	110	110	.	correct	1	0	2	.	ALT:TRAPEZOID-HEIGHT	3	0.5332
3035	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_AREA	1	(AREA QUESTION1)	1996-02-01 00:08:00	1996-02-01 00:08:00	1996-02-01 00:08:00	1996-02-01 00:08:00	0	0	.	correct	0	0	1	.	ALT:TRAPEZOID-AREA	2	0.5584
3036	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_AREA	2	(AREA QUESTION1)	1996-02-01 00:15:15	1996-02-01 00:15:15	1996-02-01 00:15:15	1996-02-01 00:15:15	0	0	.	correct	0	0	1	.	ALT:TRAPEZOID-AREA	4	0.3886
3037	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_AREA	3	(AREA QUESTION1)	1996-02-01 00:16:33	1996-02-01 00:16:33	1996-02-01 00:16:34	1996-02-01 00:17:21	48	.	48	incorrect	1	0	3	.	ALT:TRAPEZOID-AREA	5	0.3107
3038	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_HEIGHT	1	(HEIGHT QUESTION3)	1996-02-01 00:08:57	1996-02-01 00:08:57	1996-02-01 00:08:58	1996-02-01 00:08:58	1	.	1	incorrect	1	0	1	.	ALT:TRAPEZOID-HEIGHT	2	0.5930
3039	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_HEIGHT	2	(HEIGHT QUESTION3)	1996-02-01 00:16:03	1996-02-01 00:16:03	1996-02-01 00:16:03	1996-02-01 00:16:03	0	0	.	correct	0	0	1	.	ALT:TRAPEZOID-HEIGHT	4	0.4724
3040	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRAPEZOID_BASE	1	(LONGER-BASE QUESTION2)	1996-02-01 00:10:22	1996-02-01 00:10:22	1996-02-01 00:10:23	1996-02-01 00:10:23	1	.	1	incorrect	1	0	1	.	ALT:TRAPEZOID-BASE	2	0.5235
3041	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_ABC	1	(AREA QUESTION1)	1996-02-01 00:17:29	1996-02-01 00:17:29	1996-02-01 00:17:29	1996-02-01 00:17:29	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	1	0.2803
3042	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_ABC	1	(HEIGHT QUESTION2)	1996-02-01 00:17:29	1996-02-01 00:17:36	1996-02-01 00:17:36	1996-02-01 00:17:36	7	7	.	correct	0	0	1	.	ALT:TRIANGLE-SIDE	1	0.4760
3043	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_ABC	1	(BASE QUESTION3)	1996-02-01 00:17:36	1996-02-01 00:17:49	1996-02-01 00:17:49	1996-02-01 00:17:49	13	13	.	correct	0	0	1	.	ALT:TRIANGLE-SIDE	2	0.4667
3044	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_TRIANGLE	1	(AREA QUESTION1)	1996-02-01 00:17:54	1996-02-01 00:17:54	1996-02-01 00:17:55	1996-02-01 00:17:55	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	2	0.2718
3045	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_TRIANGLE	2	(AREA QUESTION1)	1996-02-01 01:22:10	1996-02-01 01:22:10	1996-02-01 01:22:10	1996-02-01 01:22:10	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	14	0.1836
3046	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	1	(AREA QUESTION1)	1996-02-01 00:18:18	1996-02-01 00:18:18	1996-02-01 00:18:19	1996-02-01 00:20:03	21	.	21	incorrect	2	0	2	.	ALT:PENTAGON-AREA	1	0.6616
3047	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	2	(AREA QUESTION1)	1996-02-01 00:38:53	1996-02-01 00:38:53	1996-02-01 00:38:53	1996-02-01 00:38:53	0	0	.	correct	0	0	1	.	ALT:PENTAGON-AREA	4	0.3760
3048	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	3	(AREA QUESTION1)	1996-02-01 00:44:29	1996-02-01 00:44:29	1996-02-01 00:44:29	1996-02-01 00:44:29	0	0	.	correct	0	0	1	.	ALT:PENTAGON-AREA	6	0.2156
3049	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	4	(AREA QUESTION1)	1996-02-01 00:49:40	1996-02-01 00:49:40	1996-02-01 00:49:40	1996-02-01 00:49:40	0	0	.	correct	0	0	1	.	ALT:PENTAGON-AREA	8	0.1114
3050	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	1	(APOTHEM QUESTION2)	1996-02-01 00:18:19	1996-02-01 00:19:42	1996-02-01 00:19:43	1996-02-01 00:20:47	128	.	128	incorrect	2	0	2	.	ALT:PENTAGON-SIDE	1	0.5806
3051	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	2	(APOTHEM QUESTION2)	1996-02-01 00:38:53	1996-02-01 00:39:21	1996-02-01 00:39:22	1996-02-01 00:39:22	29	.	29	incorrect	1	0	1	.	ALT:PENTAGON-SIDE	7	0.3586
3052	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	3	(APOTHEM QUESTION2)	1996-02-01 00:44:29	1996-02-01 00:44:40	1996-02-01 00:44:40	1996-02-01 00:44:40	11	11	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	11	0.2340
3053	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	4	(APOTHEM QUESTION2)	1996-02-01 00:49:40	1996-02-01 00:49:49	1996-02-01 00:49:50	1996-02-01 00:49:50	10	.	10	incorrect	1	0	1	.	ALT:PENTAGON-SIDE	15	0.1431
3054	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	1	(SIDE QUESTION3)	1996-02-01 00:20:47	1996-02-01 00:21:18	1996-02-01 00:21:19	1996-02-01 00:21:19	32	.	32	incorrect	1	0	1	.	ALT:PENTAGON-SIDE	2	0.5435
3055	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	2	(SIDE QUESTION3)	1996-02-01 00:39:22	1996-02-01 00:40:03	1996-02-01 00:40:04	1996-02-01 00:40:04	42	.	42	incorrect	1	0	1	.	ALT:PENTAGON-SIDE	8	0.3247
3056	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	3	(SIDE QUESTION3)	1996-02-01 00:44:40	1996-02-01 00:46:21	1996-02-01 00:46:21	1996-02-01 00:46:21	101	101	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	12	0.2080
3057	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	PENTAGON	4	(SIDE QUESTION3)	1996-02-01 00:49:50	1996-02-01 00:50:19	1996-02-01 00:50:19	1996-02-01 00:50:19	29	29	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	16	0.1255
3058	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_RECTANGLE	1	(BASE QUESTION1)	1996-02-01 00:21:56	1996-02-01 00:21:56	1996-02-01 00:21:57	1996-02-01 00:21:57	1	.	1	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	1	0.3910
3059	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	TRIANGLE_RECTANGLE	1	(AREA QUESTION1)	1996-02-01 00:21:57	1996-02-01 00:22:08	1996-02-01 00:22:09	1996-02-01 00:22:09	12	.	12	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	3	0.2636
3060	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:22:58	1996-02-01 00:23:16	1996-02-01 00:23:16	1996-02-01 00:23:16	18	18	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.2554
3061	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:32:01	1996-02-01 00:32:01	1996-02-01 00:32:01	1996-02-01 00:32:01	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.2246
3062	All Data	Stu_7dadea175538760bab3eb0216d91e3ef	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:25:12	1996-02-01 00:25:16	1996-02-01 00:25:16	1996-02-01 00:25:16	4	4	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.2475
